Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;2000T3;0,1034
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;2000T2;0,1633
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;2000T1;0,1104
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1999T4;0,0795
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1999T3;0,1587
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1999T2;0,0648
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1999T1;0,0680
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1998T4;0,1001
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1998T3;0,0231
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1998T2;0,0848
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1998T1;0,1089
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1997T4;0,0768
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1997T3;0,0671
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1997T2;0,0991
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1997T1;0,0312
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1996T4;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1996T3;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1996T2;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1996T1;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1995T4;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1995T3;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1995T2;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación trimestral;1995T1;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2025T4;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2025T3;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2025T2;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2025T1;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2024T4;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2024T3;""
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2024T2;0,1619
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2024T1;0,1892
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2023T4;0,0807
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2023T3;0,0401
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2023T2;0,1549
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2023T1;0,2958
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2022T4;0,4780
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2022T3;0,7016
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2022T2;0,8275
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2022T1;0,8945
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2021T4;1,1133
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2021T3;0,9600
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2021T2;2,3283
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2021T1;-0,4880
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2020T4;-0,7737
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2020T3;-0,9191
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2020T2;-2,0766
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2020T1;-0,1358
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2019T4;0,3897
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2019T3;0,4983
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2019T2;0,6399
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2019T1;0,7882
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2018T4;0,3727
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2018T3;0,3537
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2018T2;0,2471
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2018T1;0,3129
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2017T4;0,3399
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2017T3;0,3794
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2017T2;0,4325
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2017T1;0,3330
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2016T4;0,3258
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2016T3;0,2904
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2016T2;0,3201
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2016T1;0,4666
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2015T4;0,5039
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2015T3;0,5901
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2015T2;0,5997
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2015T1;0,5389
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2014T4;0,5655
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2014T3;0,4720
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2014T2;0,3936
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2014T1;0,2622
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2013T4;0,1958
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2013T3;-0,0271
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2013T2;-0,1465
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2013T1;-0,2194
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2012T4;-0,3977
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2012T3;-0,2340
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2012T2;-0,2161
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2012T1;-0,1127
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2011T4;0,1274
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2011T3;0,1486
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2011T2;0,2244
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2011T1;0,2541
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2010T4;0,0931
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2010T3;0,0320
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2010T2;-0,0463
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2010T1;-0,1352
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2009T4;-0,2074
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2009T3;-0,2662
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2009T2;-0,1952
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2009T1;-0,1594
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2008T4;0,0041
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2008T3;0,1306
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2008T2;0,2078
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2008T1;0,3655
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2007T4;0,4463
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2007T3;0,5497
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2007T2;0,5793
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2007T1;0,5901
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2006T4;0,6793
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2006T3;0,6469
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2006T2;0,6505
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2006T1;0,5810
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2005T4;0,5066
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2005T3;0,4437
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2005T2;0,4442
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2005T1;0,4082
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2004T4;0,0686
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2004T3;0,2373
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2004T2;0,0689
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2004T1;0,0157
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2003T4;0,2403
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2003T3;0,0842
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2003T2;0,1417
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2003T1;0,2233
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2002T4;0,1499
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2002T3;0,0868
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2002T2;0,0751
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2002T1;-0,0575
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2001T4;0,0736
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2001T3;0,1514
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2001T2;0,2353
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2001T1;0,4422
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2000T4;0,4734
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2000T3;0,4669
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2000T2;0,5232
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;2000T1;0,4227
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1999T4;0,3780
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1999T3;0,3994
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1999T2;0,2611
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1999T1;0,2817
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1998T4;0,3211
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1998T3;0,2992
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1998T2;0,3470
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1998T1;0,3616
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1997T4;0,2789
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1997T3;0,0993
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1997T2;0,2460
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1997T1;0,1229
Datos ajustados de estacionalidad y calendario;VABpb Servicios (G-T, CNAE 2009);VABpb Servicios. Actividades profesionales, científicas y técnicas y otras (M-N, CNAE 2009);Aportación anual;1996T4;""
