Grupos ECOICOP ver.2;Tipo de dato;Periodo;Total
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M04;85,322
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M03;85,158
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M02;85,065
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M01;84,855
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M12;85,091
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M11;84,846
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M10;84,744
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M09;84,503
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M08;84,552
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M07;84,390
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M06;84,659
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M05;84,577
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M04;84,436
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M03;84,278
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M02;84,230
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2018M01;84,084
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M12;84,508
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M11;84,216
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M10;84,180
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M09;84,093
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M08;84,100
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M07;83,975
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M06;84,346
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M05;84,213
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M04;84,195
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M03;84,113
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M02;83,959
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2017M01;84,213
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M12;84,572
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M11;84,497
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M10;84,441
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M09;84,225
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M08;84,099
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M07;84,134
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M06;84,423
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M05;84,427
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M04;84,332
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M03;84,147
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M02;84,104
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2016M01;84,062
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M12;84,289
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M11;84,226
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M10;84,161
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M09;84,076
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M08;84,023
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M07;84,104
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M06;84,479
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M05;84,318
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M04;84,215
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M03;84,114
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M02;83,991
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2015M01;84,000
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M12;83,892
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M11;83,807
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M10;83,770
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M09;83,648
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M08;83,593
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M07;83,569
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M06;83,924
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M05;83,859
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M04;83,748
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M03;83,780
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M02;83,736
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2014M01;83,780
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M12;84,137
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M11;84,167
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M10;84,123
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M09;84,027
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M08;84,046
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M07;84,003
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M06;84,441
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M05;84,491
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M04;84,396
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M03;84,328
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M02;84,291
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2013M01;84,230
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M12;84,478
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M11;84,481
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M10;84,208
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M09;83,242
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M08;81,982
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M07;81,106
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M06;81,520
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M05;81,509
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M04;81,549
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M03;81,270
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M02;81,084
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2012M01;81,046
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M12;81,156
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M11;80,844
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M10;80,723
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M09;80,527
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M08;80,441
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M07;80,246
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M06;80,551
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M05;80,388
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M04;80,131
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M03;79,933
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M02;79,857
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2011M01;79,729
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M12;79,748
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M11;79,479
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M10;79,261
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M09;78,972
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M08;78,849
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M07;78,513
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M06;78,444
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M05;78,150
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M04;78,064
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M03;77,863
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M02;77,683
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2010M01;77,542
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M12;77,718
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M11;77,574
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M10;77,468
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M09;77,418
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M08;77,312
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M07;77,226
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M06;77,580
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M05;77,432
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M04;77,421
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M03;77,136
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M02;76,882
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2009M01;76,785
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2008M12;76,931
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2008M11;76,758
